"Shroomville"
"begin.mrk"
"blank.bmp","blank.bmp"
15,4,5
"Village.mid"
20,20
0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|1,Forest.dat:1:0,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|16,,,,2|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|16,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|16,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,6|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|7,,,,,0,|8,House.dat:1:2,,,|7,,,,,0,|7,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|6,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,1|1,,,,7|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,9|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|9,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,5,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|7,,,,,0,|7,,,,,0,|8,shrmMark.dat:1:0,,,0|7,,,,0|1,,,,8|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,4|1,,,,|1,,,,,0,|1,,,,,0,|1,,,,,0,|1,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0|2,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|2,,,,,0,|0,,,,,0,|
0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|0,,,,,0,|
END TILES
Joe,Hi Dude!|Hey watch out for my brother up north|He thinks hes all that|But he is kinda strong... ,3,5,0,2
Sign,To Forest,4,6,0,0
Sign,Your house,4,7,0,0
Sign,Ms.Shu's Market,4,8,0,0
END OBJECTS
